FeedbackID,ExhibitionID,AttendeeID,Comments,Rating
1419,1419,1419,JqTSZpd%ED,2
1420,1420,1420,qCqXc G^MR,2
1421,1421,1421,GmeRiyo$rp,3
1422,1422,1422,e51lFmCd*$,5
1423,1423,1423,aswyJ^e4dO,4
1424,1424,1424,5WpW#9XVXb,1
1425,1425,1425,*vUn4^ssjh,4
1426,1426,1426,m8QBWf4zVW,1
1427,1427,1427,fhVZrus6Qf,2
1428,1428,1428,tE$sI^b9u5,1
1429,1429,1429,j*o85e3bS%,3
1430,1430,1430,#UvJ#6M$RC,4
1431,1431,1431,1VxRdUTqwC,2
1432,1432,1432,XYHMZMNn7e,1
1433,1433,1433,*Ltd7pUaFb,5
1434,1434,1434,3eGgl2#27R,3
1435,1435,1435,956LmGql^d,2
1436,1436,1436,1lEG##4NEV,5
1437,1437,1437,IGz&LAi2sy,4
1438,1438,1438,te7nNq*F%Z,1
1439,1439,1439,9ic5yzQZ@I,3
1440,1440,1440,x#dsJroCOJ,4
1441,1441,1441,uCce6TdSmo,1
1442,1442,1442,Fv7a ojh#i,3
1443,1443,1443,uxHE$WXg4l,1
1444,1444,1444,$iqFQsCv$1,2
1445,1445,1445,xzFYzO3GNm,2
1446,1446,1446,M5s19$6P7z,3
1447,1447,1447,AX%@TFj2mI,3
1448,1448,1448,alTQv%N5OK,1
1449,1449,1449,Om^dM8g91I,1
1450,1450,1450,Z%DKsZkBMc,4
1451,1451,1451,HGYPOD4ZpU,1
1452,1452,1452,V2 CO3h$J4,1
1453,1453,1453,sNkdNOl7sZ,2
1454,1454,1454,ExqvrO$f4S,3
1455,1455,1455,sX6bjUuDVE,3
1456,1456,1456,rndT#IT#rH,3
1457,1457,1457,l5E!7HlAJD,3
1458,1458,1458,IlotrKB9!4,4
1459,1459,1459,9NOKN^d!1@,1
1460,1460,1460,pWTkKXhhWe,4
1461,1461,1461,5b6iE3PNsV,1
1462,1462,1462,jxvlZL8O I,3
1463,1463,1463,A%&Y9S9HYu,1
1464,1464,1464,O&mHDNh$r#,2
1465,1465,1465,shD&gyKUJ4,4
1466,1466,1466,brVN3S*FQv,1
1467,1467,1467,2QjpeG4aSF,4
1468,1468,1468,nnu%&5Os@a,5
1469,1469,1469,T@TFYbabt$,4
1470,1470,1470,C!O8e9MTvF,1
1471,1471,1471,7UtNwdX5Ka,1
1472,1472,1472,nLepn*8Owd,5
1473,1473,1473,G@eKc9lFAS,3
1474,1474,1474,I!ICj2%8Sv,4
1475,1475,1475,PCiplJMs19,2
1476,1476,1476,Q#FL#4NMO7,2
1477,1477,1477,aI4YM0&aw!,5
1478,1478,1478,hK@r*vP18i,4
1479,1479,1479,MGP%rP9S04,5
1480,1480,1480,*S6m 3dIv8,2
1481,1481,1481,QETbt9mUcm,2
1482,1482,1482,CLUZeX8d!a,4
1483,1483,1483,vTykK3 R86,3
1484,1484,1484,qW2DUaIbBq,5
1485,1485,1485,tVssU@mKgy,4
1486,1486,1486,vOwfRV!U^k,4
1487,1487,1487,wzi2cW *a0,2
1488,1488,1488,I3Xd5vLED8,1
1489,1489,1489,Bw5*jrCiZ3,2
1490,1490,1490,Zn7v*wdO6E,3
1491,1491,1491,twcp#0O^rf,1
1492,1492,1492,rPcGQjQ1fk,5
1493,1493,1493,Dc8Bvq@k2P,4
1494,1494,1494,mvm0kX7L$e,3
1495,1495,1495,#^BU358lru,1
1496,1496,1496,hqt8ZtRrix,2
1497,1497,1497,ohrIV1GeSN,4
1498,1498,1498,3BxvZqSc6&,4
1499,1499,1499,8QDaYifhsb,1
1500,1500,1500,EQiDNy^0ST,3
1501,1501,1501,aS!yeRJLu9,2
1502,1502,1502,$VCYVKp4SA,4
1503,1503,1503,tyXHdEYY5E,4
1504,1504,1504,s ^1To^sG9,3
1505,1505,1505,fPQLcZ89CY,5
1506,1506,1506,711pK2Xsjk,1
1507,1507,1507,uCZ@!0gH&*,2
1508,1508,1508,suOJcrdIP$,2
1509,1509,1509,Qfm!*7ObWu,3
1510,1510,1510,y9SgApR%1x,5
1511,1511,1511,6eT5AX3^s9,3
1512,1512,1512,#VCRp#OiLE,4
1513,1513,1513,46^Z#Xs&7t,4
1514,1514,1514,hlLHoVdi9k,4
1515,1515,1515,trP3%95W!W,4
1516,1516,1516,DA4C9JyiVB,4
1517,1517,1517,ngzQDeqHNh,4
1518,1518,1518,BVnF@$W^K&,4
1519,1519,1519,x70D^j8wJ%,3
1520,1520,1520,23$sLH2#q^,2
1521,1521,1521,&OZ9cu %$G,1
1522,1522,1522,zVcWRjDtKV,5
1523,1523,1523,r$^X10Rbc$,3
1524,1524,1524,HDyp*h687W,5
1525,1525,1525,uVlQTDX!2H,3
1526,1526,1526,zR53ppsYl5,1
1527,1527,1527,Rx4tRr&$p8,5
1528,1528,1528,fRv$mAVLFv,1
1529,1529,1529,c%O2wwWNjI,1
1530,1530,1530,*0rtOq#@Nn,4
1531,1531,1531,BM JgAB5vN,2
1532,1532,1532,mJJiwiJn A,1
1533,1533,1533,80vXAp!pe&,4
1534,1534,1534,N&q!wzCp*5,2
1535,1535,1535,E4@TnKiJTR,2
1536,1536,1536,e$@B7WRr4R,3
1537,1537,1537,G^ieSevcZu,2
1538,1538,1538,PpbwUge6bW,1
1539,1539,1539,wUys^1D2*V,3
1540,1540,1540,uc*hb#HC7t,1
1541,1541,1541,vNpmoS&RIy,5
1542,1542,1542,1mpZRK$qcs,1
1543,1543,1543,y&wxQB9@v3,3
1544,1544,1544,ei%nm^gFQR,5
1545,1545,1545,ZUGue9foHW,1
1546,1546,1546,9s#zOH4kdV,5
1547,1547,1547,@fQ6r53Usr,4
1548,1548,1548,L5J$u5a3c#,3
1549,1549,1549,OIS@vH SHg,4
1550,1550,1550,%$bshWo6oU,1
1551,1551,1551,l!p!ej3vqu,1
1552,1552,1552,cc552gxKpU,1
1553,1553,1553,VlfUe#Ifa4,5
1554,1554,1554,SBpg Tije#,5
1555,1555,1555,jr3lTiRlK!,3
1556,1556,1556, AtPzdiE4X,5
1557,1557,1557,UaooXY4ZjY,4
1558,1558,1558,jhpP@q6@fh,5
1559,1559,1559,p@^OdGWkv7,1
1560,1560,1560,@qYlf#Avc%,5
1561,1561,1561,v!&%r2U*kS,1
1562,1562,1562,bEsi2KSZSx,2
1563,1563,1563,liAN!oqR7W,3
1564,1564,1564,FHXqZ7dPLr,2
1565,1565,1565,lq6H^FXh6q,2
1566,1566,1566,8nhy  Il$Y,3
1567,1567,1567,bKYI!DlW c,5
1568,1568,1568,$pkOc0W@*M,5
1569,1569,1569,iyN*l&ro@k,1
1570,1570,1570,rZQ4dkp8fz,5
1571,1571,1571, 3WAj EBMz,3
1572,1572,1572,vi tqKL8Qh,4
1573,1573,1573,B*mLuKUeBr,5
1574,1574,1574,yQo5G@WMMw,2
1575,1575,1575,YJY8izu%Tk,3
1576,1576,1576,v^f2*x$f2U,1
1577,1577,1577,%V2q&yj*XY,1
1578,1578,1578,bJgDq6bdGt,5
1579,1579,1579,%hFUbV*!ti,4
1580,1580,1580,*bVJtEcaOQ,1
1581,1581,1581,uIr!xp814W,3
1582,1582,1582,tZRQr1F#JR,1
1583,1583,1583,rO@pnwTNt7,3
1584,1584,1584,P3z1#46X2p,1
1585,1585,1585,$z5@m ED!#,4
1586,1586,1586,Z#5&LUTw5$,1
1587,1587,1587,tHp9O%8n9z,2
1588,1588,1588,8xZwmqdxb6,4
1589,1589,1589,MDm2#%oQw5,1
1590,1590,1590,@*@2t&CPeC,5
1591,1591,1591,RROMocK!Ur,4
1592,1592,1592,BTiEpS%3LX,4
1593,1593,1593,Is0bB17@EP,4
1594,1594,1594,*O7qZW1lAt,1
1595,1595,1595,%owHxAZS@M,4
1596,1596,1596,y3g&efsUOu,1
1597,1597,1597,AM&ysgEsgw,2
1598,1598,1598,cMbTbSVXa5,4
1599,1599,1599,cJlGm^at&C,2
1600,1600,1600,IxD^kLGTdu,2
1601,1601,1601,nErW7vBbl5,3
1602,1602,1602,oglZ%Qe!o2,1
1603,1603,1603,YK k0Jt3*b,4
1604,1604,1604, DYVpI7X3D,3
1605,1605,1605,^p3*Ytqo2$,2
1606,1606,1606,KC8KUzd#1G,5
1607,1607,1607,QXuWjAX1em,5
1608,1608,1608,NuSqSWRuNQ,1
1609,1609,1609,Ok!U&KvQsi,1
1610,1610,1610,dN4oct@$q%,5
1611,1611,1611,1Cr3blcEY$,2
1612,1612,1612,FLw!^mf5nL,4
1613,1613,1613,^7NMwFTgep,5
1614,1614,1614,!A$nwLT$ql,4
1615,1615,1615,lkcMBZbC#9,4
1616,1616,1616,hc%bdaUgcc,5
1617,1617,1617,jcIMEBWrgr,5
1618,1618,1618,Dr4xxZwpli,2
1619,1619,1619,7CO@Pv7kSO,3
1620,1620,1620,kip2bjD3@f,4
1621,1621,1621,qf&w*p3mfc,1
1622,1622,1622,!Gwc$c&XI8,1
1623,1623,1623,@x%i6a#7B@,5
1624,1624,1624,AR1csM#gGM,2
1625,1625,1625,!DTWRpty7x,5
1626,1626,1626,KaY%CB6auR,2
1627,1627,1627,z#P700Av7B,2
1628,1628,1628,a*Kpw%JHGx,3
1629,1629,1629,xGj$iMr3tT,3
1630,1630,1630,RUvGzbq $O,3
1631,1631,1631,MA@SJ%D0C%,1
1632,1632,1632,X*Ml9HCaQC,5
1633,1633,1633,qp92KQDNEE,3
1634,1634,1634,AjA5 N1tUA,2
1635,1635,1635,mL*qyJjfLy,4
1636,1636,1636,pl44A9jVxt,5
1637,1637,1637,hz*CEGaJU7,5
1638,1638,1638,mQ2TchyaJm,3
1639,1639,1639,nCeE$eEoSo,5
1640,1640,1640,ASUG$jLw7j,4
1641,1641,1641,etjpICRms1,1
1642,1642,1642,5U2WLqxTUW,1
1643,1643,1643,Usg!wZH %j,2
1644,1644,1644,lH2sKsvbgi,1
1645,1645,1645,D16w3QsXlD,4
1646,1646,1646,Ml PL6NOzb,5
1647,1647,1647,f0bJ*UWnx#,1
1648,1648,1648,M gfsT7v7D,3
1649,1649,1649,WfUSD93AWr,5
1650,1650,1650,U^9etuM%Ku,2
1651,1651,1651,zSjs9OwgGk,1
1652,1652,1652,bGED^khGJZ,1
1653,1653,1653,B630j%C3kx,3
1654,1654,1654,bN3 ztZWzq,4
1655,1655,1655,sqPR e!EJ5,1
1656,1656,1656,tMb96n#T88,4
1657,1657,1657,ECwD*V#zis,5
1658,1658,1658,WzhGb%UrEu,1
1659,1659,1659,%Xqg4ipgS!,3
1660,1660,1660,tQi^#YOF#@,4
1661,1661,1661,Xo#q7@Ojv0,4
1662,1662,1662,l#E3tCHbSa,2
1663,1663,1663,ki8N8v* Wo,3
1664,1664,1664,$q2b^tjG^!,1
1665,1665,1665,3TmQ89VcpU,1
1666,1666,1666,U@s&p8nrCf,3
1667,1667,1667,rrGv&GDfv3,1
1668,1668,1668,*G2lNZIeMW,1
1669,1669,1669,qJ5sdiuKdq,5
1670,1670,1670,5#&$nXVbtc,2
1671,1671,1671,MCZT8SjlPW,1
1672,1672,1672,SQ%X1YqCY0,4
1673,1673,1673,PAT$n6eGn&,3
1674,1674,1674,5aCs$^eLnn,5
1675,1675,1675,O3%p4TEle3,4
1676,1676,1676,7ht9uRsv*7,2
1677,1677,1677,0cpe#G!vN*,2
1678,1678,1678,jw5s7kDV9p,3
1679,1679,1679,1&ug#A98YR,1
1680,1680,1680, #QIKKXIyF,1
1681,1681,1681,R5cSCi@@6u,5
1682,1682,1682,kuHlcHlRT7,3
1683,1683,1683,^WLBwyvzi9,5
1684,1684,1684,pfaXsplxR!,3
1685,1685,1685,TBO3nQU!xR,2
1686,1686,1686,kS9sAzuCKt,1
1687,1687,1687,KVvQXo00v@,3
1688,1688,1688,uJ6&umNkYC,1
1689,1689,1689,i9oQxb^f7u,2
1690,1690,1690,njq3v f%dp,4
1691,1691,1691,zQgut@ ^0v,3
1692,1692,1692,Ksio8XbXpi,3
1693,1693,1693,TSZpgmNukE,4
1694,1694,1694,4Cpo@mwEn8,1
1695,1695,1695,vCWTIBT1iV,3
1696,1696,1696,5Aj0NWEUS^,3
1697,1697,1697,zjPD1&XGVM,4
1698,1698,1698,M%^hMORtmC,4
1699,1699,1699,1Vmyiny000,3
1700,1700,1700,TMOa7&6n^X,1
1701,1701,1701,uLPAjVxw9H,3
1702,1702,1702,1XQdH tNPw,1
1703,1703,1703,d^0vJl$#7C,5
1704,1704,1704,XpUBA^52QH,3
1705,1705,1705,HJtHsbiUUt,1
1706,1706,1706,2Qnn$FjMa%,1
1707,1707,1707, &X^csYSCm,4
1708,1708,1708,Ltg b%yyja,4
1709,1709,1709,8&ZB#U Ixu,3
1710,1710,1710,k76Qwg73Ug,3
1711,1711,1711,Xw1q$qUj*h,2
1712,1712,1712,fy2YznWwlc,4
1713,1713,1713,OPcMyOdj7E,3
1714,1714,1714,L#9!enLR*2,2
1715,1715,1715,s%3PZR*FXk,5
1716,1716,1716,g8k7^HCjoA,5
1717,1717,1717,Z8EQ3rzM%U,1
1718,1718,1718,dAATXoo0&J,1
1719,1719,1719,rA6o!3Is1x,5
1720,1720,1720,hg#$OXRI1x,4
1721,1721,1721,fEMn$g4Wzb,5
1722,1722,1722,mk5!pDbHxc,5
1723,1723,1723,28MdXNR!#u,2
1724,1724,1724,DktUHLr^7@,2
1725,1725,1725,yUQ1% Kdmw,2
1726,1726,1726,65%y%ttf@&,5
1727,1727,1727,lG1wJ%WH h,2
1728,1728,1728,8rO!bDTtUo,1
1729,1729,1729,KDFtjf&pQ!,2
1730,1730,1730,l! gb*NHfR,2
1731,1731,1731,BuNcJi2YL*,5
1732,1732,1732,IR2JlZ#3za,2
1733,1733,1733,%ET5Z1mHQS,2
1734,1734,1734,p2OQOHiPgG,5
1735,1735,1735,GwmNI&hlOR,4
1736,1736,1736,^TI4oB@gNO,4
1737,1737,1737,ee*hpe5$Tz,2
1738,1738,1738,jXu04x4!eO,5
1739,1739,1739,sJ2TJqNefT,1
1740,1740,1740,6 aNDB JQ ,4
1741,1741,1741,lTFrvsQn7c,4
1742,1742,1742,9Sj7BNOV^z,4
1743,1743,1743,HMG%nQnO2E,2
1744,1744,1744,AEm61f8AJW,5
1745,1745,1745,4hKpLypzGi,1
1746,1746,1746,MocVg3IhpC,3
1747,1747,1747,l3bfK^6m$o,4
1748,1748,1748,gauptGp6VA,3
1749,1749,1749,BQ&LZJX5Os,3
1750,1750,1750,NTM!VQwDc*,3
1751,1751,1751,nxLxB*zh5Z,3
1752,1752,1752,8WeXlIxnIn,3
1753,1753,1753,Nbj9r4ZoQN,5
1754,1754,1754,ZKK#kvjz3s,5
1755,1755,1755,1v!@5Xb$VC,2
1756,1756,1756,w&vpUBp&1A,3
1757,1757,1757,Vl!yLtJgnH,3
1758,1758,1758,^jwD8ld m3,1
1759,1759,1759,nTcFjm7TNl,2
1760,1760,1760,A5f6nVfVsf,1
1761,1761,1761,yEu0dANO2z,1
1762,1762,1762,GBLo!%ZslU,3
1763,1763,1763,s%&obslnyR,4
1764,1764,1764,sBW0jcMNvw,2
1765,1765,1765,caU#j pu7c,5
1766,1766,1766,34wMSc$mcU,2
1767,1767,1767,$J!!9&SPkG,1
1768,1768,1768,Omvdv3tvWS,4
1769,1769,1769,J HrEbBfvG,5
1770,1770,1770,86!OSu@eYI,3
1771,1771,1771,R&4PBz$y*p,1
1772,1772,1772,tOejyX5RRu,5
1773,1773,1773,^XOk12CKzD,1
1774,1774,1774,H zlvg#Xrg,3
1775,1775,1775,iuw u5d!8N,4
1776,1776,1776,N&kwPIES@b,5
1777,1777,1777,X8W8mCX2rH,4
1778,1778,1778,^ufE cDjwT,4
1779,1779,1779, T!cE0%88S,5
1780,1780,1780,UWk6Ec5 jG,4
1781,1781,1781,fQc^yvg%x@,4
1782,1782,1782,0 7g0HAt$k,3
1783,1783,1783,XrAJU2Jpi9,2
1784,1784,1784,fG5lo!Zd7X,2
1785,1785,1785,l1HsgREYXR,3
1786,1786,1786,lrwA!tWwHa,4
1787,1787,1787,utAg&nFdqh,3
1788,1788,1788,!Tm#%3tql$,3
1789,1789,1789,E0CrQD!R*g,5
1790,1790,1790,bGUZ6IRnBk,1
1791,1791,1791,w0KD6aQ4bW,5
1792,1792,1792,jOO1FDVnH2,5
1793,1793,1793,!5LOnFNOK9,1
1794,1794,1794,w7ON46LPKe,1
1795,1795,1795,4usb!%gNQS,2
1796,1796,1796,kZEMc8 GDW,4
1797,1797,1797,pmW59$w7Hf,2
1798,1798,1798,^gYJmuN1xA,4
1799,1799,1799,zCXY1tQNc*,5
1800,1800,1800,*zlLw8@avG,5
1801,1801,1801,c1B&o1OG&@,2
1802,1802,1802,cTIS&qfbVq,3
1803,1803,1803,Q8#N4Nl29E,5
1804,1804,1804,89kvJ@#agE,3
1805,1805,1805,Kp7LkHw5 q,3
1806,1806,1806,aj0ya*xz8D,3
1807,1807,1807,4#ly*!iIYX,5
1808,1808,1808, 6O nHMsN1,1
1809,1809,1809,T0h@1Uk%d ,1
1810,1810,1810,1x61m4!CEf,5
1811,1811,1811,1gkuTbzFlk,2
1812,1812,1812,U8 04U#Oz$,2
1813,1813,1813,KRzOgeJKDS,2
1814,1814,1814,t27t*8ZnsA,5
1815,1815,1815,@yL$u!Rtiq,5
1816,1816,1816,W2o$&kgK6T,3
1817,1817,1817,2ZjrSjifXv,4
1818,1818,1818,fy5iKbBSZ1,3
1819,1819,1819,$s2rQj8ReV,4
1820,1820,1820,weddG#@eaa,3
1821,1821,1821,sub $Tn#7F,5
1822,1822,1822,&8M11Xz%w^,3
1823,1823,1823,F!REhMa8cP,3
1824,1824,1824,%rS2Wqth*t,2
1825,1825,1825,4kb&K4sxhA,4
1826,1826,1826,9&DXaBWvaM,3
1827,1827,1827,vz3&Zxnqoy,5
1828,1828,1828,@Say#l^ dQ,2
1829,1829,1829,JIt%MbfKJJ,2
1830,1830,1830,BiRjl5fXqb,2
1831,1831,1831,2siBBUjg@i,4
1832,1832,1832,4VEz7RY3w@,4
1833,1833,1833,j8lke@JWbl,5
1834,1834,1834,^AqJubkiiQ,4
1835,1835,1835,t6kiccEUO#,3
1836,1836,1836,n$L2rA^1%d,3
1837,1837,1837,ZIOOKPt@S0,4
1838,1838,1838,90ODPe*Eth,1
1839,1839,1839,3ug12aJLbM,2
1840,1840,1840,&A%ErEB*E3,5
1841,1841,1841,oa^nogMNW1,2
1842,1842,1842,7oowsl3x0Y,2
1843,1843,1843,Sf2XFEI!pe,4
1844,1844,1844,Cx61Id6EsD,1
1845,1845,1845,iwa y6WVw#,2
1846,1846,1846,CvDdXaj k8,1
1847,1847,1847,$iKT77jU85,4
1848,1848,1848,*!s iJOA9u,1
1849,1849,1849,X!3U^ZcFNP,4
1850,1850,1850,Pm!x2ZgGsM,2
1851,1851,1851,MRvqCQli U,2
1852,1852,1852,M8TmtfcDy3,1
1853,1853,1853,XlY#vAfd3&,3
1854,1854,1854,I8P*z!PJgX,4
1855,1855,1855,F#bBleXbXF,3
1856,1856,1856,&3RpRrSzY^,3
1857,1857,1857,4GD4zESAIw,4
1858,1858,1858,4rX@0UD*WA,4
1859,1859,1859,UnBajirMbY,5
1860,1860,1860,DTs$DRuifd,3
1861,1861,1861,GGlob4p!D$,5
1862,1862,1862,k#RzzuLJZ$,5
1863,1863,1863,A7OdaX3koY,3
1864,1864,1864,$rd6QprLfn,4
1865,1865,1865,gVBr%kKXwh,3
1866,1866,1866,sfZ6N4B5EA,2
1867,1867,1867,LGHx18aqg5,1
1868,1868,1868,VCtAn61a0n,3
1869,1869,1869,Fz m&^NtwV,2
1870,1870,1870,igQuN3FCZP,3
1871,1871,1871,yC4ZfRTRyi,1
1872,1872,1872,$k8CkX6Ikz,3
1873,1873,1873,Kq7MrYPQIs,2
1874,1874,1874,i6evd%5Q22,4
1875,1875,1875,i$QPfP9DU0,4
1876,1876,1876,mSQ5J8fV%F,5
1877,1877,1877,EfaDV#mVQo,1
1878,1878,1878,Oh2AECw8wg,1
1879,1879,1879,#vkL6wKYqT,1
1880,1880,1880,7DuRAcB#it,2
1881,1881,1881,MwJ$fJ3wvq,1
1882,1882,1882,$QAPvoe*Cv,1
1883,1883,1883,aNeBjMBF1W,3
1884,1884,1884,q0B0e7H6zE,4
1885,1885,1885,Rn%8mcB7Jf,1
1886,1886,1886,RD@7ueQ7UD,4
1887,1887,1887,#pb!xoONA!,1
1888,1888,1888,cv8pQLEL8 ,4
1889,1889,1889,*7UQIiOb$J,3
1890,1890,1890,$35Zf^33iU,5
1891,1891,1891,iCe2qLDxtI,3
1892,1892,1892,B*m6AQu Q9,4
1893,1893,1893,ilBgboG2y5,5
1894,1894,1894,rVBLqzIvC3,1
1895,1895,1895,4iBW9GlKUY,3
1896,1896,1896,bANb%dSCNv,1
1897,1897,1897,vCu^#4FTjz,3
1898,1898,1898,E!zt&ySc&e,2
1899,1899,1899,t^eyQ4cqqS,2
1900,1900,1900,V8Efcl^h!d,5
1901,1901,1901,E2C@IBzeJd,3
1902,1902,1902,Jw$gMx5hCJ,5
1903,1903,1903,3j@J3!%U%6,3
1904,1904,1904,@T7nzh1Q#p,3
1905,1905,1905,f@a4O8*Mnx,4
1906,1906,1906,APao^Dlsbd,2
1907,1907,1907,$TXjaakan9,3
1908,1908,1908,Av#Btuyrhy,4
1909,1909,1909,LQonKz!LdI,3
1910,1910,1910,k2G&oL9o i,2
1911,1911,1911,5#YsSB10%M,1
1912,1912,1912, aDcEHIvmZ,5
1913,1913,1913,Femzs%niyG,4
1914,1914,1914,6I1!DMd*qa,5
1915,1915,1915,ntzl uvLOO,3
1916,1916,1916,bqceTOQrt8,5
1917,1917,1917,xe&@v7C1NJ,4
1918,1918,1918,!pN EHt2H%,2
1919,1919,1919,iKIimK5aKX,4
1920,1920,1920,pUDNd8SRvQ,2
1921,1921,1921,GANrFrn$gO,5
1922,1922,1922,sOOwAiw7ib,4
1923,1923,1923,2l6%nW8s&H,4
1924,1924,1924,feetOtXw^m,2
1925,1925,1925,Bw4!FiF9gt,5
1926,1926,1926,9yHzgs7#sH,3
1927,1927,1927,l*@SNMy5k7,5
1928,1928,1928,1D1O &cGXh,4
1929,1929,1929,Q*oX7qAJPj,2
1930,1930,1930,xFi6gH2heM,5
1931,1931,1931,Q*ycrI*!!n,4
1932,1932,1932,MJ#U8eNMMP,1
1933,1933,1933,FGih4dAiqr,3
1934,1934,1934,D6hH%^DDkP,2
1935,1935,1935,!%8RF9J4%X,3
1936,1936,1936,8lSIQx3TUp,5
1937,1937,1937,rpTATB8age,1
1938,1938,1938,Uhf2#AU6*X,3
1939,1939,1939,85vPG55ZOL,1
1940,1940,1940,@0M1c@DerL,3
1941,1941,1941,pVaOXLYeky,5
1942,1942,1942,hbjARn2vz*,1
1943,1943,1943,RX^hGJCA4P,3
1944,1944,1944,PF7U7uR3ZU,1
1945,1945,1945,Ai^zwQBrIj,4
1946,1946,1946,Y1g!KFZ1dW,5
1947,1947,1947,me538$U^31,4
1948,1948,1948,R!19RD5bMb,1
1949,1949,1949,LJkJm0U#8d,3
1950,1950,1950,ol#TCjlC$G,3
1951,1951,1951,V79E L0PLH,1
1952,1952,1952,#gyS240qkM,4
1953,1953,1953,7eoqb6PUDk,1
1954,1954,1954,PXW^J6YVIK,1
1955,1955,1955,gmV&qPuVA5,5
1956,1956,1956,Ja 7Ww7rgi,5
1957,1957,1957,vS@&5m2gfv,4
1958,1958,1958,IWYVMqna 8,3
1959,1959,1959,VkAKBTAm h,1
1960,1960,1960,b2QTwxJmEC,4
1961,1961,1961,y &xoy^J2L,5
1962,1962,1962,XL85Hb1hK5,5
1963,1963,1963,st&pIxM5NM,1
1964,1964,1964,WSegAW7Ow$,2
1965,1965,1965,#V@6RFdni$,4
1966,1966,1966,pX J!YFCA3,1
1967,1967,1967,P$zxPBsFWa,1
1968,1968,1968,ivaY4ccFKs,1
1969,1969,1969,hgF2qa%f9#,3
1970,1970,1970,JA7 P5RIRo,3
1971,1971,1971,O$sCUaJ07Q,4
1972,1972,1972,g9ZzdOSWAb,4
1973,1973,1973,UttB&D1Yh$,1
1974,1974,1974,JYOWAHT#Ci,3
1975,1975,1975,Z^aOz*yf*^,4
1976,1976,1976,#5upvsHlyP,2
1977,1977,1977,t$tQzQDMAJ,4
1978,1978,1978,J4g1 663jX,2
1979,1979,1979,SMxDVgMUws,4
1980,1980,1980,LN%hxctnu%,2
1981,1981,1981,%D&lyrJyr7,1
1982,1982,1982,q@zr83BqK9,1
1983,1983,1983,B8QHba35fg,4
1984,1984,1984,NQ11LGWA$h,5
1985,1985,1985,NB2QZ$1fvq,3
1986,1986,1986,Mti!izA$cY,3
1987,1987,1987,tN*rDfIT5c,5
1988,1988,1988,xW 10PDEUz,2
1989,1989,1989,i4MHwgmRLt,3
1990,1990,1990,ZmfBxbEgs$,2
1991,1991,1991,XcWhFQ7iMN,3
1992,1992,1992,nuYoS53UqD,2
1993,1993,1993,e8KWg$gbEH,5
1994,1994,1994,$uB9qW2gzg,4
1995,1995,1995,cEi#MmyEZd,1
1996,1996,1996,7sGFzeyoIN,3
1997,1997,1997,HWfiF&D^Ke,1
1998,1998,1998,Re**0ZypPY,3
1999,1999,1999,TANYeJ1z3n,4
2000,2000,2000,bC6a!1oaaZ,5
2001,2001,2001,iH90hDWqhW,5
2002,2002,2002,JGaBLC5@Q9,2
2003,2003,2003,#7N^oiCLJ#,3
2004,2004,2004,cXE$!LDKWK,1
2005,2005,2005,mN% %b&f7Z,1
2006,2006,2006,BGjb50P#3d,2
2007,2007,2007,D3XC2!$$6 ,1
2008,2008,2008,pdX&kQzrDb,4
2009,2009,2009,KTEj9sjz1R,1
2010,2010,2010,Sd2ApcFI3b,2
2011,2011,2011,Hgzbr3gWZ$,3
2012,2012,2012,b*4@HLNUB&,2
2013,2013,2013,41BbNFl249,2
2014,2014,2014,c1tRwldzLh,5
2015,2015,2015,%h111JjJ2J,4
2016,2016,2016,ulAzIfH9z2,5
2017,2017,2017,1 &pdoSyUP,1
2018,2018,2018,$K#KQUXe08,2
2019,2019,2019,iZ1gm3uY#Y,1
2020,2020,2020,T%^!anZnQ2,4
2021,2021,2021,WBgQbr$cdw,2
2022,2022,2022,U0nbHq3$6C,5
2023,2023,2023,3soQf*l1GR,1
2024,2024,2024,3@VG l0kZi,5
2025,2025,2025,m4&^HNw^ B,1
2026,2026,2026,z1czeXL9%R,5
2027,2027,2027,9@gHqV@Nf3,1
2028,2028,2028,%7sqHrsLY5,3
2029,2029,2029,s^9fu0Y@xF,1
2030,2030,2030,rMXGgv59XT,5
2031,2031,2031,gZtMcM@rHr,3
2032,2032,2032,$g%x9rp$Jw,5
2033,2033,2033,0NyZhp99 P,4
2034,2034,2034,*9od%JOTbr,5
2035,2035,2035, Z&OO5ql b,2
2036,2036,2036,O*nb70#e4A,3
2037,2037,2037,gh%zI%jdjf,3
2038,2038,2038,*z$&pv9H2X,2
2039,2039,2039,k odMK^3hB,4
2040,2040,2040,QH1rI9kJE4,1
2041,2041,2041,J^qHo*z3md,2
2042,2042,2042,oj9tUPMdFP,4
2043,2043,2043,yrYpwy 2@2,1
2044,2044,2044,gs5%sPB4az,5
2045,2045,2045,RQ5I06z@JO,1
2046,2046,2046,04B*4bSkWP,5
2047,2047,2047,DrGSCV%D f,5
2048,2048,2048,hgkP^dL9aY,2
2049,2049,2049,PdKyVagw&b,1
2050,2050,2050,C^uK@LXyd*,2
2051,2051,2051,sf$2HyM%1w,3
2052,2052,2052,MZo%0O@OwV,5
2053,2053,2053,rq59$Ok$&h,1
2054,2054,2054,IdMu!!JSRl,5
2055,2055,2055,D8qfN#%Q8m,5
2056,2056,2056,%KJ0LSz4Tn,3
2057,2057,2057,dRRWzyFA8a,1
2058,2058,2058,Ky70x@b1YN,3
